PassengerId|Survived|Pclass|Sex|Age|Kinsfolk
780|live|1|female|middleage|withfolk
781|live|3|female|underage|withoutfolk
782|live|1|female|underage|withfolk
783|dead|1|male|middleage|withoutfolk
784|dead|3|male||withfolk
785|dead|3|male|middleage|withoutfolk
786|dead|3|male|middleage|withoutfolk
787|live|3|female|middleage|withoutfolk
788|dead|3|male|underage|withfolk
789|live|3|male|underage|withfolk
790|dead|1|male|oldage|withoutfolk
791|dead|3|male||withoutfolk
792|dead|2|male|underage|withoutfolk
793|dead|3|female||withfolk
794|dead|1|male||withoutfolk
795|dead|3|male|middleage|withoutfolk
796|dead|2|male|middleage|withoutfolk
797|live|1|female|oldage|withoutfolk
798|live|3|female|middleage|withoutfolk
799|dead|3|male|middleage|withoutfolk
800|dead|3|female|middleage|withfolk
801|dead|2|male|middleage|withoutfolk
802|live|2|female|middleage|withfolk
803|live|1|male|underage|withfolk
804|live|3|male|underage|withfolk
805|live|3|male|middleage|withoutfolk
806|dead|3|male|middleage|withoutfolk
807|dead|1|male|middleage|withoutfolk
808|dead|3|female|middleage|withoutfolk
809|dead|2|male|middleage|withoutfolk
810|live|1|female|middleage|withfolk
811|dead|3|male|middleage|withoutfolk
812|dead|3|male|middleage|withoutfolk
813|dead|2|male|middleage|withoutfolk
814|dead|3|female|underage|withfolk
815|dead|3|male|middleage|withoutfolk
816|dead|1|male||withoutfolk
817|dead|3|female|middleage|withoutfolk
818|dead|2|male|middleage|withfolk
819|dead|3|male|middleage|withoutfolk
820|dead|3|male|underage|withfolk
821|live|1|female|oldage|withfolk
822|live|3|male|middleage|withoutfolk
823|dead|1|male|middleage|withoutfolk
824|live|3|female|middleage|withfolk
825|dead|3|male|underage|withfolk
826|dead|3|male||withoutfolk
827|dead|3|male||withoutfolk
828|live|2|male|underage|withfolk
829|live|3|male||withoutfolk
830|live|1|female|oldage|withoutfolk
831|live|3|female|underage|withfolk
832|live|2|male|underage|withfolk
833|dead|3|male||withoutfolk
834|dead|3|male|middleage|withoutfolk
835|dead|3|male|middleage|withoutfolk
836|live|1|female|middleage|withfolk
837|dead|3|male|middleage|withoutfolk
838|dead|3|male||withoutfolk
839|live|3|male|middleage|withoutfolk
840|live|1|male||withoutfolk
841|dead|3|male|middleage|withoutfolk
842|dead|2|male|underage|withoutfolk
843|live|1|female|middleage|withoutfolk
844|dead|3|male|middleage|withoutfolk
845|dead|3|male|underage|withoutfolk
846|dead|3|male|middleage|withoutfolk
847|dead|3|male||withfolk
848|dead|3|male|middleage|withoutfolk
849|dead|2|male|middleage|withfolk
850|live|1|female||withfolk
851|dead|3|male|underage|withfolk
852|dead|3|male|oldage|withoutfolk
853|dead|3|female|underage|withfolk
854|live|1|female|underage|withfolk
855|dead|2|female|middleage|withfolk
856|live|3|female|middleage|withfolk
857|live|1|female|oldage|withfolk
858|live|1|male|oldage|withoutfolk
859|live|3|female|middleage|withfolk
860|dead|3|male||withoutfolk
861|dead|3|male|middleage|withfolk
862|dead|2|male|middleage|withfolk
863|live|1|female|oldage|withoutfolk
864|dead|3|female||withfolk
865|dead|2|male|middleage|withoutfolk
866|live|2|female|middleage|withoutfolk
867|live|2|female|middleage|withfolk
868|dead|1|male|middleage|withoutfolk
869|dead|3|male||withoutfolk
870|live|3|male|underage|withfolk
871|dead|3|male|middleage|withoutfolk
872|live|1|female|oldage|withfolk
873|dead|1|male|middleage|withoutfolk
874|dead|3|male|oldage|withoutfolk
875|live|2|female|middleage|withfolk
876|live|3|female|underage|withoutfolk
877|dead|3|male|middleage|withoutfolk
878|dead|3|male|middleage|withoutfolk
879|dead|3|male||withoutfolk
880|live|1|female|oldage|withfolk
881|live|2|female|middleage|withfolk
882|dead|3|male|middleage|withoutfolk
883|dead|3|female|middleage|withoutfolk
884|dead|2|male|middleage|withoutfolk
885|dead|3|male|middleage|withoutfolk
886|dead|3|female|middleage|withfolk
887|dead|2|male|middleage|withoutfolk
888|live|1|female|middleage|withoutfolk
889|dead|3|female||withfolk
890|live|1|male|middleage|withoutfolk
891|dead|3|male|middleage|withoutfolk
